x1,x2,label,cluster
9.075178,4.36189,Animal corpus,3
9.310219,3.7519207,Animal corpus,3
9.280055,3.6348238,Animal corpus,3
9.267761,3.6203825,Animal corpus,3
9.334809,3.6961176,Animal corpus,3
9.217879,3.6663027,Animal corpus,3
12.003319,0.27149588,Animal corpus,9
12.034026,0.3148029,Animal corpus,9
12.04666,0.27288866,Animal corpus,9
12.005465,0.17464432,Animal corpus,9
12.026137,0.23744398,Animal corpus,9
9.274438,-1.0178292,Animal corpus,6
9.415109,-0.90994376,Animal corpus,6
9.388047,-0.9084483,Animal corpus,6
9.375784,-0.90907186,Animal corpus,6
9.280859,-0.85134774,Animal corpus,6
8.012638,2.9994473,Animal corpus,3
12.299149,5.989156,Animal corpus,7
7.9919596,2.9938776,Animal corpus,3
10.487948,9.159319,Animal corpus,0
12.627432,0.8337317,Animal corpus,9
12.668783,0.91518635,Animal corpus,9
12.693887,0.9452439,Animal corpus,9
12.704711,-0.74313235,Animal corpus,9
12.636819,-0.667804,Animal corpus,9
12.744871,-0.7841853,Animal corpus,9
12.677079,-0.7382096,Animal corpus,9
14.438206,9.13559,Animal corpus,4
9.040157,4.267535,Animal corpus,3
9.015991,4.061931,Animal corpus,3
9.062912,4.346072,Animal corpus,3
9.090794,3.565493,Animal corpus,3
9.112347,3.5442173,Animal corpus,3
9.2489195,3.6157577,Animal corpus,3
9.241699,3.6178684,Animal corpus,3
12.289089,0.51416427,Animal corpus,9
12.1525,0.3564641,Animal corpus,9
12.170873,0.40955207,Animal corpus,9
12.039939,0.17240342,Animal corpus,9
9.360048,-0.9471631,Animal corpus,6
9.361231,-0.9084023,Animal corpus,6
9.347577,-0.9114718,Animal corpus,6
9.447225,-0.8769444,Animal corpus,6
15.56791,-0.8239379,Plant surface,2
15.756133,-1.0539666,Plant surface,2
15.698375,-0.81883115,Plant surface,2
15.605335,-0.75753486,Plant surface,2
15.649954,-0.99904287,Plant surface,2
11.1684475,-2.0001016,Plant surface,6
11.181428,-1.9927726,Plant surface,6
11.288205,-1.9061054,Plant surface,6
11.248347,-1.9484477,Plant surface,6
11.204255,-1.9797175,Plant surface,6
11.174373,-2.0037622,Plant surface,6
11.194648,-1.9573004,Plant surface,6
11.2003145,-1.9681947,Plant surface,6
11.202389,-1.9645942,Plant surface,6
11.328132,-1.8736806,Plant surface,6
11.293336,-1.906713,Plant surface,6
11.297414,-1.9046527,Plant surface,6
15.676508,-0.82467705,Plant surface,2
13.171827,6.376628,Plant surface,7
15.532061,-0.87661076,Plant surface,2
15.538388,-0.8025427,Plant surface,2
15.741188,-1.011968,Plant surface,2
15.648507,-1.0938302,Plant surface,2
15.74576,-0.8271848,Plant surface,2
15.734369,-0.7902768,Plant surface,2
15.78159,-0.7684242,Plant surface,2
15.720925,-0.8221662,Plant surface,2
15.531252,-0.9017923,Plant surface,2
15.684088,-0.808938,Plant surface,2
15.598728,-1.0076355,Plant surface,2
15.707091,-0.94538224,Plant surface,2
15.61428,-0.88282794,Plant surface,2
15.723222,-0.7597406,Plant surface,2
15.803992,-0.84841365,Plant surface,2
12.574824,0.44911602,Subsurface (non-saline),5
12.561764,5.5670342,Subsurface (non-saline),7
7.9675345,2.966065,Subsurface (non-saline),3
10.86006,5.5740776,Subsurface (non-saline),7
9.146714,3.5819485,Subsurface (non-saline),3
10.9007225,5.518873,Subsurface (non-saline),7
10.891282,6.6199994,Subsurface (non-saline),7
10.25629,6.89264,Subsurface (non-saline),7
11.569468,6.2244487,Subsurface (non-saline),7
11.85154,6.0493827,Subsurface (non-saline),7
10.966743,5.5370393,Water (non-saline),7
10.969942,5.476191,Water (non-saline),7
11.313077,5.6877685,Water (non-saline),7
11.230017,5.59633,Water (non-saline),7
11.743482,5.7845316,Water (non-saline),7
10.80005,5.448422,Water (non-saline),7
10.522358,8.714032,Fungus corpus,1
10.561501,8.465588,Fungus corpus,1
10.53871,8.702565,Fungus corpus,1
10.542747,8.955922,Fungus corpus,1
9.73704,10.269725,Fungus corpus,1
10.461004,8.265366,Fungus corpus,1
10.505252,8.192436,Fungus corpus,1
10.48121,8.317764,Fungus corpus,1
9.841464,10.493586,Fungus corpus,1
10.53931,8.897912,Fungus corpus,1
10.48777,8.44503,Fungus corpus,1
10.583411,8.964969,Fungus corpus,1
12.695761,-0.7278818,Animal secretion,9
11.28109,4.145355,Animal secretion,13
12.739938,-0.77101314,Animal secretion,9
13.505915,1.0000968,Animal secretion,9
13.503878,1.006134,Animal secretion,9
13.496503,0.97621274,Animal secretion,9
13.392532,0.9530547,Animal secretion,9
13.385701,0.97281915,Animal secretion,9
13.498002,1.0040104,Animal secretion,9
12.785796,-0.7856735,Animal secretion,9
12.752578,-0.78183687,Animal secretion,9
12.767186,-0.7956864,Animal secretion,9
12.056911,0.3025658,Animal secretion,9
13.561494,1.0368739,Animal secretion,9
12.235817,6.0192323,Animal secretion,7
13.561205,1.032071,Animal secretion,9
13.3291445,0.91990703,Animal secretion,9
12.84545,1.4887736,Animal secretion,9
13.36023,0.9574619,Animal secretion,9
13.515063,1.0151248,Animal secretion,9
11.945108,0.19819279,Water (saline),9
12.635558,0.7323742,Water (saline),9
